profile_id,source_risk,mode,target,status,predicted_class,success,valid,constraint_feasible,violations,p0_low,p0_medium,p0_high,p_low,p_medium,p_high,l0,l1,l2,optimization_steps,runtime_seconds,final_objective,changed_features,cf_age,cf_annual_income,cf_tax_return_filed,cf_late_filing_count,cf_outstanding_dues,cf_previous_default_count,cf_income_growth_rate,cf_deduction_claim_ratio,cf_transaction_count,cf_total_transaction_value,cf_average_transaction_value,cf_transaction_anomaly_count,cf_transaction_anomaly_ratio,cf_avg_anomaly_score,cf_avg_location_risk_score,cf_avg_device_risk_score,cf_avg_transaction_frequency,cf_std_transaction_amount,cf_max_transaction_amount
TAXP00851,Medium,unconstrained,Low,SUCCESS,Low,True,False,False,immutable:age|immutable:previous_default_count|immutable:transaction_count|derived:transaction_anomaly_count|categorical:income_sources,0.001345815951935947,0.9986359477043152,1.8253807866130956e-05,0.7994670867919922,0.20053298771381378,6.772911120833669e-09,19,7.641282081604004,1.5554503202438354,11,0.0016874169996299315,0.8194884657859802,age|annual_income|tax_return_filed|late_filing_count|outstanding_dues|previous_default_count|income_growth_rate|deduction_claim_ratio|transaction_count|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,35.641391838047554,283899.9413798633,0.12450875481972024,0.7003655475117729,-8903.031465025653,-0.20178653157569681,0.05660282869659597,0.18941762262486395,19.88913286678489,19342.363504666795,233.98079082725883,4.5826918589120025,0.1755393099048661,0.12255739237924737,0.2044791082651633,0.17423101739534683,4.464318855577415,746.8278241905473,7806.101865943732
TAXP00851,Medium,constrained,Low,SUCCESS,Low,True,True,True,,0.001345815951935947,0.9986359477043152,1.8253807866130956e-05,0.6795531511306763,0.32044580578804016,1.0200491260548006e-06,16,8.182694435119629,2.1016736030578613,18,0.005388499999753549,0.8607136607170105,annual_income|tax_return_filed|late_filing_count|outstanding_dues|income_growth_rate|deduction_claim_ratio|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,33.99999985085242,130067.56757275341,0.20466583666678495,0.5053545900362655,-14673.344837655788,3.593553898895152e-09,0.04919074543230523,0.15755527473415631,24.999999957079222,23943.748516333195,57.21813985997153,3.996359959814776,0.15985439555269226,0.11825779995605526,0.19733776029638497,0.16546120897477457,4.366624223332068,368.40829238710717,8798.836945696752
TAXP01193,Medium,unconstrained,Low,SUCCESS,Low,True,False,False,immutable:age|immutable:previous_default_count|immutable:transaction_count|derived:transaction_anomaly_count|categorical:income_sources,0.006730689201503992,0.9932379722595215,3.1298834073822945e-05,0.6100796461105347,0.3899197578430176,6.132744942988211e-07,19,3.530921459197998,0.7137285470962524,5,0.000813291999293142,1.421899437904358,age|annual_income|tax_return_filed|late_filing_count|outstanding_dues|previous_default_count|income_growth_rate|deduction_claim_ratio|transaction_count|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,50.88723525012734,439467.02097845834,0.056243004577543054,0.8654742422202244,-3992.7597507785704,0.9103921545138739,0.10417317159819214,0.5809833380006668,3.6358497897138875,5314.617140039149,238.22095765518145,0.8115055475646666,0.15566379407163225,0.14175410418579062,0.3018161473584965,0.145336738493048,3.744094129204184,68.72007897423964,2078.5355419802463
TAXP01193,Medium,constrained,Low,SUCCESS,Low,True,True,True,,0.006730689201503992,0.9932379722595215,3.1298834073822945e-05,0.7305711507797241,0.26942697167396545,1.8902300098488922e-06,16,4.014551162719727,1.0466138124465942,10,0.0029888749995734543,0.6357995867729187,annual_income|tax_return_filed|late_filing_count|outstanding_dues|income_growth_rate|deduction_claim_ratio|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,49.000000146179154,336413.3059435981,0.1122197076821635,0.7310076904704199,-7983.402459959963,0.9999999972595282,0.09822671756986164,0.5775711567377437,6.0000003507987465,8379.965622814525,115.12823744621448,0.868215550676307,0.14470256861958003,0.1396373361305379,0.2971869480046994,0.13954200735629851,3.654209998788739,-190.29617182894208,3058.633785446218
TAXP00766,Medium,unconstrained,Low,SUCCESS,Low,True,False,False,immutable:age|immutable:previous_default_count|immutable:transaction_count|derived:transaction_anomaly_count|categorical:income_sources,0.010959027335047722,0.9887219667434692,0.00031889008823782206,0.7511829137802124,0.248813658952713,3.4912111459561856e-06,19,4.078276634216309,0.8381945490837097,6,0.0009467089985264465,0.9899792075157166,age|annual_income|tax_return_filed|late_filing_count|outstanding_dues|previous_default_count|income_growth_rate|deduction_claim_ratio|transaction_count|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,46.25161090027564,60868.115678476286,0.06749487374923058,0.837655897384313,37195.38760007435,-0.1082787155100915,0.047943150228891306,0.41350726712259944,43.15489331267193,16607.311855944845,139.9402905067227,1.7745728554855718,0.0302077131839981,0.11967783766692482,0.2197826960507231,0.20952707941070123,3.9916527155625015,301.0614551904056,2653.6906970830287
TAXP00766,Medium,constrained,Low,SUCCESS,Low,True,True,True,,0.010959027335047722,0.9887219667434692,0.00031889008823782206,0.7268943190574646,0.2730770707130432,2.8685206416412257e-05,16,4.601985931396484,1.3130724430084229,10,0.0030106249996606493,0.7226820588111877,annual_income|tax_return_filed|late_filing_count|outstanding_dues|income_growth_rate|deduction_claim_ratio|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,48.000000075600916,-14864.999058878282,0.11199542998511713,0.7289311859469108,33950.256735177085,3.593553898895152e-09,0.056038642437269866,0.39717322877269623,45.99999927313331,18616.84759797194,39.693047023582494,0.981816576292832,0.02134384187675643,0.12211398746747956,0.21517207733321708,0.2055366769092713,3.9136194242907796,154.56545375459427,1798.649954233094
TAXP00119,Medium,unconstrained,Low,SUCCESS,Low,True,False,False,immutable:age|immutable:previous_default_count|immutable:transaction_count|derived:transaction_anomaly_count|categorical:income_sources,0.0223102830350399,0.9776565432548523,3.3211224945262074e-05,0.6794798970222473,0.32051974534988403,3.7448253920047136e-07,19,4.22788143157959,0.8549415469169617,6,0.0009372499989694916,0.9569664001464844,age|annual_income|tax_return_filed|late_filing_count|outstanding_dues|previous_default_count|income_growth_rate|deduction_claim_ratio|transaction_count|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,47.86719909097614,1939714.5805009273,1.0676876914966302,0.8390113349549483,11391.518265128361,-0.10603955873070608,0.016166752250561967,0.13017873044470893,15.296310914232182,23806.393278040698,1321.9926599062067,2.7741338981718386,0.16325767318204285,0.11526160237324723,0.2091926033973466,0.17384256479826224,3.423652037884163,1165.1877853389394,6970.655312226654
TAXP00119,Medium,constrained,Low,SUCCESS,Low,True,True,True,,0.0223102830350399,0.9776565432548523,3.3211224945262074e-05,0.6761911511421204,0.3238053023815155,3.5329767342773266e-06,16,4.616898536682129,1.1558502912521362,10,0.0029909590011811815,0.6765305995941162,annual_income|tax_return_filed|late_filing_count|outstanding_dues|income_growth_rate|deduction_claim_ratio|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,47.00000000502267,1860008.5610048017,1.1131386395913303,0.7323871805791583,8152.054293677961,3.593553898895152e-09,-0.0012720654721110058,0.1129918887630359,16.999999936269194,26251.645518011188,1417.287035501959,2.6264682536867023,0.15449812664617135,0.11257798338963464,0.20600909389077493,0.16924458277486268,3.357654532062522,965.3050070672622,7875.867373702436
TAXP03106,Medium,unconstrained,Low,SUCCESS,Low,True,False,False,immutable:age|immutable:previous_default_count|immutable:transaction_count|derived:transaction_anomaly_count|categorical:income_sources,0.0025858988519757986,0.9974141120910645,1.4113705759655204e-08,0.7613633871078491,0.23863665759563446,1.5046465462464909e-10,19,4.116055965423584,0.8385348320007324,6,0.000958542001171736,1.0009548664093018,age|annual_income|tax_return_filed|late_filing_count|outstanding_dues|previous_default_count|income_growth_rate|deduction_claim_ratio|transaction_count|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,57.02831057512973,549931.3275373265,1.067445541460634,0.8388156049136818,15298.950991177266,-0.10865810096284417,0.44664281817586515,0.15111342835443678,44.2747210167289,27177.31177876657,364.30554004295686,6.776990106832686,0.13570501127037016,0.15353412276966238,0.24569894960150893,0.20964903313089361,4.142381592755234,430.2068732710592,5173.587947939441
TAXP03106,Medium,constrained,Low,SUCCESS,Low,True,True,True,,0.0025858988519757986,0.9974141120910645,1.4113705759655204e-08,0.7742093801498413,0.22579069435596466,4.106276652038332e-09,16,4.685040473937988,1.324436902999878,10,0.0030087499999353895,0.631891667842865,annual_income|tax_return_filed|late_filing_count|outstanding_dues|income_growth_rate|deduction_claim_ratio|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,55.00000018797516,470041.8190985574,1.1123472398806427,0.7315207666174791,12081.860670898566,3.593553898895152e-09,0.44998554872442975,0.13479328679771432,46.99999912802012,29737.127437542662,264.77438843517,5.964560458036593,0.12690552744569605,0.15099949857291484,0.24301877714666872,0.2051325268848027,4.082913277250768,222.01457317789118,5809.400917351736
TAXP04825,Medium,unconstrained,Low,SUCCESS,Low,True,False,False,immutable:age|immutable:previous_default_count|immutable:transaction_count|derived:transaction_anomaly_count|categorical:income_sources,0.0006394138326868415,0.999283492565155,7.711023499723524e-05,0.7326304316520691,0.2673695981502533,1.989289799553262e-08,19,8.195772171020508,1.6812740564346313,12,0.0018241249999846332,1.152077317237854,age|annual_income|tax_return_filed|late_filing_count|outstanding_dues|previous_default_count|income_growth_rate|deduction_claim_ratio|transaction_count|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,22.262910175386402,878805.8911490147,0.1361809599029481,0.6725891405205013,-9723.828730371968,-0.2178352757559333,0.14017602589455236,0.12440749075880175,12.487446279445049,18152.70226298688,463.2242134208872,3.5477280418852057,0.19557951884214397,0.12680985650943105,0.2638739814347926,0.1601343378330477,4.018801513127862,552.5121738955911,6871.737460275448
TAXP04825,Medium,constrained,Low,SUCCESS,Low,True,True,True,,0.0006394138326868415,0.999283492565155,7.711023499723524e-05,0.7230083346366882,0.27698877453804016,2.897819285863079e-06,16,9.423097610473633,2.3806087970733643,21,0.0063061250002647284,0.8021767139434814,annual_income|tax_return_filed|late_filing_count|outstanding_dues|income_growth_rate|deduction_claim_ratio|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,22.999999456165206,702431.7518709197,0.24064267580134613,0.42518079406673576,-17231.051015198755,3.593553898895152e-09,0.09793518367599743,0.08601961324933924,18.000000027499116,24191.848645394362,300.68714922967,3.1600005343331654,0.17555558811937588,0.12054689221656632,0.253563516728816,0.15031875727371447,3.866868530390323,47.68934706368532,8343.957282259724
TAXP03735,High,unconstrained,Low,SUCCESS,Low,True,False,False,immutable:age|immutable:previous_default_count|immutable:transaction_count|derived:transaction_anomaly_count|categorical:income_sources,4.249244511811412e-07,0.21933390200138092,0.7806656956672668,0.7064151763916016,0.2935848534107208,3.7116323903241266e-10,19,19.08441162109375,4.1238932609558105,37,0.0055096670002967585,1.2943120002746582,age|annual_income|tax_return_filed|late_filing_count|outstanding_dues|previous_default_count|income_growth_rate|deduction_claim_ratio|transaction_count|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,43.24387014834274,313894.9216833998,0.3988324947660732,4.194691778452296,101865.54843425038,0.3396732917080067,0.13252460437635596,0.3842508963600787,2.686070010278492,20758.169128538964,222.1897614186638,1.10232113596557,0.011763334667082001,0.10359709452288889,0.2086662610815411,0.18368192141673134,2.9657523028695048,-263.44101346808293,10535.742882872088
TAXP03735,High,constrained,Low,SUCCESS,Low,True,True,True,,4.249244511811412e-07,0.21933390200138092,0.7806656956672668,0.6356503963470459,0.3643450140953064,4.560165507427882e-06,16,20.699615478515625,6.065483093261719,84,0.02507545800108346,1.1169981956481934,annual_income|tax_return_filed|late_filing_count|outstanding_dues|income_growth_rate|deduction_claim_ratio|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,49.000000146179154,868397.1962192501,0.8544891592689657,2.8505393639007957,67805.98245224214,0.9999999972595282,0.1463989443094005,0.4899807582475597,21.000000005759986,5883.748315735513,-811.8180846565257,-1.5555200683081694e-07,1.729087324708889e-09,0.0801008978950341,0.1925266878650193,0.1845581571005388,2.905195531024952,-433.2073304144335,22206.99824022517
TAXP03056,Medium,unconstrained,Low,SUCCESS,Low,True,False,False,immutable:age|immutable:previous_default_count|immutable:transaction_count|derived:transaction_anomaly_count|categorical:income_sources,0.00026126205921173096,0.9997368454933167,1.9356627944944194e-06,0.8407154083251953,0.1592845618724823,1.3954869482191157e-09,19,7.193816661834717,1.4460684061050415,10,0.001570665999679477,0.8269156813621521,age|annual_income|tax_return_filed|late_filing_count|outstanding_dues|previous_default_count|income_growth_rate|deduction_claim_ratio|transaction_count|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,32.35230032833003,83768.00243930914,0.11372089456828494,-0.26989451714199886,-8051.142529178744,0.8207271598340048,0.27505407873291743,0.33449082704897143,-0.7147939449077327,7266.556856088217,-16.541406231183487,0.621810597378943,0.22789832274649124,0.18550436330267617,0.31519549876247194,0.2697384118712115,4.327714423118899,-442.60161508123383,1691.380657832155
TAXP03056,Medium,constrained,Low,SUCCESS,Low,True,True,True,,0.00026126205921173096,0.9997368454933167,1.9356627944944194e-06,0.7479248046875,0.25207510590553284,6.754761727734149e-08,16,7.750726699829102,1.9852627515792847,18,0.005386582999562961,0.7176458835601807,annual_income|tax_return_filed|late_filing_count|outstanding_dues|income_growth_rate|deduction_claim_ratio|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,35.9999999920089,-81622.30385512533,0.20679134600975313,-0.48506715623938934,-14717.705099764995,0.9999999972595282,0.3117224545229087,0.30178696481038214,3.9999996956526793,12426.312397343248,-221.95688741550293,0.840131263441373,0.2100328201534789,0.18090192995222404,0.3084802477954051,0.26104099731738944,4.189322042966577,-856.8697004485514,3274.355407579009
TAXP03977,Medium,unconstrained,Low,SUCCESS,Low,True,False,False,immutable:age|immutable:previous_default_count|immutable:transaction_count|derived:transaction_anomaly_count|categorical:income_sources,3.236068369005807e-05,0.9999421834945679,2.5548870326019824e-05,0.7027677893638611,0.2972322404384613,2.5208460319170456e-10,19,13.008920669555664,2.6709721088409424,19,0.0028827909991377965,1.4510397911071777,age|annual_income|tax_return_filed|late_filing_count|outstanding_dues|previous_default_count|income_growth_rate|deduction_claim_ratio|transaction_count|total_transaction_value|average_transaction_value|transaction_anomaly_count|transaction_anomaly_ratio|avg_anomaly_score|avg_location_risk_score|avg_device_risk_score|avg_transaction_frequency|std_transaction_amount|max_transaction_amount,19.079382670018685,432366.29462093825,0.21637427914903629,-0.513647520991728,-15484.711206109978,-0.34064788968801685,-0.13049852208693663,0.3850209152503822,-6.087124378489335,12872.128860898481,-147.80226283314983,0.2865472532342068,0.2909989936104212,0.15953622302839285,0.2273380289845294,0.24239804227206296,4.693969054631136,-622.7427437380445,4817.10940174927
